taskId,index,attempt,partitionId,launchTime,duration,executorId,host,status,taskLocality,speculative,accumulatorUpdates,taskMetrics_executorDeserializeTime,taskMetrics_executorDeserializeCpuTime,taskMetrics_executorRunTime,taskMetrics_executorCpuTime,taskMetrics_resultSize,taskMetrics_jvmGcTime,taskMetrics_resultSerializationTime,taskMetrics_memoryBytesSpilled,taskMetrics_diskBytesSpilled,taskMetrics_peakExecutionMemory,taskMetrics_inputMetrics_bytesRead,taskMetrics_inputMetrics_recordsRead,taskMetrics_outputMetrics_bytesWritten,taskMetrics_outputMetrics_recordsWritten,taskMetrics_shuffleReadMetrics_remoteBlocksFetched,taskMetrics_shuffleReadMetrics_localBlocksFetched,taskMetrics_shuffleReadMetrics_fetchWaitTime,taskMetrics_shuffleReadMetrics_remoteBytesRead,taskMetrics_shuffleReadMetrics_remoteBytesReadToDisk,taskMetrics_shuffleReadMetrics_localBytesRead,taskMetrics_shuffleReadMetrics_recordsRead,taskMetrics_shuffleReadMetrics_remoteReqsDuration,taskMetrics_shuffleReadMetrics_shufflePushReadMetrics_corruptMergedBlockChunks,taskMetrics_shuffleReadMetrics_shufflePushReadMetrics_mergedFetchFallbackCount,taskMetrics_shuffleReadMetrics_shufflePushReadMetrics_remoteMergedBlocksFetched,taskMetrics_shuffleReadMetrics_shufflePushReadMetrics_localMergedBlocksFetched,taskMetrics_shuffleReadMetrics_shufflePushReadMetrics_remoteMergedChunksFetched,taskMetrics_shuffleReadMetrics_shufflePushReadMetrics_localMergedChunksFetched,taskMetrics_shuffleReadMetrics_shufflePushReadMetrics_remoteMergedBytesRead,taskMetrics_shuffleReadMetrics_shufflePushReadMetrics_localMergedBytesRead,taskMetrics_shuffleReadMetrics_shufflePushReadMetrics_remoteMergedReqsDuration,taskMetrics_shuffleWriteMetrics_bytesWritten,taskMetrics_shuffleWriteMetrics_writeTime,taskMetrics_shuffleWriteMetrics_recordsWritten,schedulerDelay,gettingResultTime,stage_uid
1054,1013,0,1013,2024-06-07T21:00:12.339GMT,52,driver,192.168.0.30,SUCCESS,PROCESS_LOCAL,False,[],1,1423000,18,3099000,4834,0,3,0,0,0,0,0,0,0,0,10,0,0,0,5601,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,8.0
1170,1129,0,1129,2024-06-07T21:00:12.632GMT,111,driver,192.168.0.30,SUCCESS,PROCESS_LOCAL,False,[],21,4632000,75,10101000,4791,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5939,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,8.0
1286,1245,0,1245,2024-06-07T21:00:13.010GMT,6,driver,192.168.0.30,SUCCESS,PROCESS_LOCAL,False,[],0,752000,2,1590000,4748,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5917,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8.0
398,357,0,357,2024-06-07T21:00:10.769GMT,29,driver,192.168.0.30,SUCCESS,PROCESS_LOCAL,False,[],1,1011000,6,2891000,4791,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5954,999,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,8.0
1035,994,0,994,2024-06-07T21:00:12.287GMT,21,driver,192.168.0.30,SUCCESS,PROCESS_LOCAL,False,[],2,1178000,11,3094000,4791,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5600,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8.0
1466,1425,0,1425,2024-06-07T21:00:13.388GMT,7,driver,192.168.0.30,SUCCESS,PROCESS_LOCAL,False,[],0,668000,3,1751000,4748,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5952,997,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8.0
558,517,0,517,2024-06-07T21:00:11.109GMT,24,driver,192.168.0.30,SUCCESS,PROCESS_LOCAL,False,[],0,777000,19,3102000,4748,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5927,999,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8.0
1071,1030,0,1030,2024-06-07T21:00:12.473GMT,12,driver,192.168.0.30,SUCCESS,PROCESS_LOCAL,False,[],4,1502000,5,2142000,4791,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5983,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8.0
1187,1146,0,1146,2024-06-07T21:00:12.842GMT,20,driver,192.168.0.30,SUCCESS,PROCESS_LOCAL,False,[],4,1405000,12,1713000,4791,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5607,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8.0
674,633,0,633,2024-06-07T21:00:11.667GMT,19,driver,192.168.0.30,SUCCESS,PROCESS_LOCAL,False,[],5,1759000,8,1866000,4791,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5592,999,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8.0
1663,1622,0,1622,2024-06-07T21:00:13.701GMT,7,driver,192.168.0.30,SUCCESS,PROCESS_LOCAL,False,[],0,702000,4,1626000,4748,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5938,999,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8.0
