timestamp,memoryUsedPct_max,memoryUsedPct_mean,memoryUsedPct_median,memoryUsedPct_min,usedOnHeapStorageMemoryPct_max,usedOnHeapStorageMemoryPct_mean,usedOnHeapStorageMemoryPct_median,usedOnHeapStorageMemoryPct_min,usedOffHeapStorageMemoryPct_max,usedOffHeapStorageMemoryPct_mean,usedOffHeapStorageMemoryPct_median,usedOffHeapStorageMemoryPct_min,totalOnHeapStorageMemory_max,totalOnHeapStorageMemory_mean,totalOnHeapStorageMemory_median,totalOnHeapStorageMemory_min,totalOffHeapStorageMemory_max,totalOffHeapStorageMemory_mean,totalOffHeapStorageMemory_median,totalOffHeapStorageMemory_min,ProcessTreePythonVMemory_max,ProcessTreePythonVMemory_mean,ProcessTreePythonVMemory_median,ProcessTreePythonVMemory_min,ProcessTreePythonRSSMemory_max,ProcessTreePythonRSSMemory_mean,ProcessTreePythonRSSMemory_median,ProcessTreePythonRSSMemory_min,JVMHeapMemory_max,JVMHeapMemory_mean,JVMHeapMemory_median,JVMHeapMemory_min,JVMOffHeapMemory_max,JVMOffHeapMemory_mean,JVMOffHeapMemory_median,JVMOffHeapMemory_min,OffHeapExecutionMemory_max,OffHeapExecutionMemory_mean,OffHeapExecutionMemory_median,OffHeapExecutionMemory_min,OnHeapExecutionMemory_max,OnHeapExecutionMemory_mean,OnHeapExecutionMemory_median,OnHeapExecutionMemory_min,numActive,memoryUsed_sum,maxMemory_sum,memoryUsed_sum_pct,memoryUsedPct_driver,local_memory_pct,process_memory_usage,user_memory_usage
2024-06-09 20:13:59.780498,0.45972491460852744,0.45972491460852744,0.45972491460852744,0.45972491460852744,0.45972491460852744,0.45972491460852744,0.45972491460852744,0.45972491460852744,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335474656.0,335474656.0,335474656.0,335474656.0,159112336.0,159112336.0,159112336.0,159112336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1765773.0,384093388.0,0.45972491460852744,0.45972491460852744,85.5,98729984.0,7279968256.0
2024-06-09 20:14:08.070440,0.45718699015979936,0.45718699015979936,0.45718699015979936,0.45718699015979936,0.45718699015979936,0.45718699015979936,0.45718699015979936,0.45718699015979936,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335474656.0,335474656.0,335474656.0,335474656.0,159112336.0,159112336.0,159112336.0,159112336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1756025.0,384093388.0,0.45718699015979936,0.45718699015979936,86.0,277577728.0,7028346880.0
2024-06-09 20:14:14.541892,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335474656.0,335474656.0,335474656.0,335474656.0,172551544.0,172551544.0,172551544.0,172551544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1742789.0,384093388.0,0.45374095322880176,0.45374095322880176,86.1,157712384.0,7362781184.0
2024-06-09 20:14:20.837322,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335474656.0,335474656.0,335474656.0,335474656.0,172859184.0,172859184.0,172859184.0,172859184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1742789.0,384093388.0,0.45374095322880176,0.45374095322880176,85.9,300990464.0,7339110400.0
2024-06-09 20:14:27.173902,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335474656.0,335474656.0,335474656.0,335474656.0,172859184.0,172859184.0,172859184.0,172859184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1742789.0,384093388.0,0.45374095322880176,0.45374095322880176,85.4,185614336.0,7592730624.0
2024-06-09 20:14:33.564762,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335474656.0,335474656.0,335474656.0,335474656.0,172889784.0,172889784.0,172889784.0,172889784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1742789.0,384093388.0,0.45374095322880176,0.45374095322880176,85.5,245858304.0,7787253760.0
2024-06-09 20:14:39.867406,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335474656.0,335474656.0,335474656.0,335474656.0,173030952.0,173030952.0,173030952.0,173030952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1742789.0,384093388.0,0.45374095322880176,0.45374095322880176,85.2,198918144.0,7697072128.0
2024-06-09 20:14:46.302004,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335474656.0,335474656.0,335474656.0,335474656.0,173030952.0,173030952.0,173030952.0,173030952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1742789.0,384093388.0,0.45374095322880176,0.45374095322880176,84.3,308789248.0,7946756096.0
2024-06-09 20:14:52.690381,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335474656.0,335474656.0,335474656.0,335474656.0,176839488.0,176839488.0,176839488.0,176839488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1742789.0,384093388.0,0.45374095322880176,0.45374095322880176,84.2,259866624.0,7998865408.0
2024-06-09 20:14:59.001847,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,0.45374095322880176,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335474656.0,335474656.0,335474656.0,335474656.0,176839488.0,176839488.0,176839488.0,176839488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1742789.0,384093388.0,0.45374095322880176,0.45374095322880176,83.8,307658752.0,8013332480.0
