timestamp,memoryUsedPct_max,memoryUsedPct_mean,memoryUsedPct_median,memoryUsedPct_min,usedOnHeapStorageMemoryPct_max,usedOnHeapStorageMemoryPct_mean,usedOnHeapStorageMemoryPct_median,usedOnHeapStorageMemoryPct_min,usedOffHeapStorageMemoryPct_max,usedOffHeapStorageMemoryPct_mean,usedOffHeapStorageMemoryPct_median,usedOffHeapStorageMemoryPct_min,totalOnHeapStorageMemory_max,totalOnHeapStorageMemory_mean,totalOnHeapStorageMemory_median,totalOnHeapStorageMemory_min,totalOffHeapStorageMemory_max,totalOffHeapStorageMemory_mean,totalOffHeapStorageMemory_median,totalOffHeapStorageMemory_min,numActive,memoryUsed_sum,maxMemory_sum,memoryUsed_sum_pct,memoryUsedPct_driver,local_memory_pct,process_memory_usage,user_memory_usage,ProcessTreePythonVMemory_max,ProcessTreePythonVMemory_mean,ProcessTreePythonVMemory_median,ProcessTreePythonVMemory_min,ProcessTreePythonRSSMemory_max,ProcessTreePythonRSSMemory_mean,ProcessTreePythonRSSMemory_median,ProcessTreePythonRSSMemory_min,JVMHeapMemory_max,JVMHeapMemory_mean,JVMHeapMemory_median,JVMHeapMemory_min,JVMOffHeapMemory_max,JVMOffHeapMemory_mean,JVMOffHeapMemory_median,JVMOffHeapMemory_min,OffHeapExecutionMemory_max,OffHeapExecutionMemory_mean,OffHeapExecutionMemory_median,OffHeapExecutionMemory_min,OnHeapExecutionMemory_max,OnHeapExecutionMemory_mean,OnHeapExecutionMemory_median,OnHeapExecutionMemory_min
2024-06-07 20:09:51.977832,0.0019755612142951027,0.0019755612142951027,0.0019755612142951027,0.0019755612142951027,0.0019755612142951027,0.0019755612142951027,0.0019755612142951027,0.0019755612142951027,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,1.0,7588.0,384093388.0,0.0019755612142951027,0.0019755612142951027,76.3,214843392.0,10660274176.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-07 20:10:00.186585,0.517853225841003,0.517853225841003,0.517853225841003,0.517853225841003,0.517853225841003,0.517853225841003,0.517853225841003,0.517853225841003,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,1.0,1989040.0,384093388.0,0.517853225841003,0.517853225841003,79.0,262586368.0,10143846400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-07 20:10:08.087143,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,1.0,9586254.0,384093388.0,2.495813335896321,2.495813335896321,79.3,306610176.0,10187300864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367370680.0,367370680.0,367370680.0,367370680.0,163995912.0,163995912.0,163995912.0,163995912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-07 20:10:14.916725,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,1.0,9586254.0,384093388.0,2.495813335896321,2.495813335896321,78.3,330219520.0,10366455808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448621136.0,448621136.0,448621136.0,448621136.0,170970592.0,170970592.0,170970592.0,170970592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-07 20:10:21.082500,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,1.0,9586254.0,384093388.0,2.495813335896321,2.495813335896321,78.2,352337920.0,10678730752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448621136.0,448621136.0,448621136.0,448621136.0,170970592.0,170970592.0,170970592.0,170970592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-07 20:10:27.346021,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,1.0,9586254.0,384093388.0,2.495813335896321,2.495813335896321,78.2,357515264.0,10739658752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483470264.0,483470264.0,483470264.0,483470264.0,172131504.0,172131504.0,172131504.0,172131504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-07 20:10:33.667293,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,1.0,9586254.0,384093388.0,2.495813335896321,2.495813335896321,78.2,358383616.0,10696478720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489308024.0,489308024.0,489308024.0,489308024.0,172410464.0,172410464.0,172410464.0,172410464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-07 20:10:40.010024,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,1.0,9586254.0,384093388.0,2.495813335896321,2.495813335896321,78.6,333430784.0,10516549632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489308024.0,489308024.0,489308024.0,489308024.0,172410464.0,172410464.0,172410464.0,172410464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-07 20:10:46.389023,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,1.0,9586254.0,384093388.0,2.495813335896321,2.495813335896321,78.5,353288192.0,10417197056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495095736.0,495095736.0,495095736.0,495095736.0,172410464.0,172410464.0,172410464.0,172410464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-07 20:10:52.733509,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,2.495813335896321,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,1.0,9586254.0,384093388.0,2.495813335896321,2.495813335896321,78.2,345210880.0,9964433408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498726040.0,498726040.0,498726040.0,498726040.0,173075664.0,173075664.0,173075664.0,173075664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
