timestamp,memoryUsedPct_max,memoryUsedPct_mean,memoryUsedPct_median,memoryUsedPct_min,usedOnHeapStorageMemoryPct_max,usedOnHeapStorageMemoryPct_mean,usedOnHeapStorageMemoryPct_median,usedOnHeapStorageMemoryPct_min,usedOffHeapStorageMemoryPct_max,usedOffHeapStorageMemoryPct_mean,usedOffHeapStorageMemoryPct_median,usedOffHeapStorageMemoryPct_min,totalOnHeapStorageMemory_max,totalOnHeapStorageMemory_mean,totalOnHeapStorageMemory_median,totalOnHeapStorageMemory_min,totalOffHeapStorageMemory_max,totalOffHeapStorageMemory_mean,totalOffHeapStorageMemory_median,totalOffHeapStorageMemory_min,numActive,memoryUsed_sum,maxMemory_sum,memoryUsed_sum_pct,memoryUsedPct_driver,local_memory_pct,process_memory_usage,user_memory_usage,ProcessTreePythonVMemory_max,ProcessTreePythonVMemory_mean,ProcessTreePythonVMemory_median,ProcessTreePythonVMemory_min,ProcessTreePythonRSSMemory_max,ProcessTreePythonRSSMemory_mean,ProcessTreePythonRSSMemory_median,ProcessTreePythonRSSMemory_min,JVMHeapMemory_max,JVMHeapMemory_mean,JVMHeapMemory_median,JVMHeapMemory_min,JVMOffHeapMemory_max,JVMOffHeapMemory_mean,JVMOffHeapMemory_median,JVMOffHeapMemory_min,OffHeapExecutionMemory_max,OffHeapExecutionMemory_mean,OffHeapExecutionMemory_median,OffHeapExecutionMemory_min,OnHeapExecutionMemory_max,OnHeapExecutionMemory_mean,OnHeapExecutionMemory_median,OnHeapExecutionMemory_min
2024-06-07 20:14:22.477878,0.0019739990941994557,0.0019739990941994557,0.0019739990941994557,0.0019739990941994557,0.0019739990941994557,0.0019739990941994557,0.0019739990941994557,0.0019739990941994557,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,1.0,7582.0,384093388.0,0.0019739990941994557,0.0019739990941994557,79.9,151568384.0,9724391424.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-07 20:14:30.395882,0.3961914074917634,0.3961914074917634,0.3961914074917634,0.3961914074917634,0.3961914074917634,0.3961914074917634,0.3961914074917634,0.3961914074917634,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,1.0,1521745.0,384093388.0,0.3961914074917634,0.3961914074917634,82.4,237830144.0,9190404096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163024472.0,163024472.0,163024472.0,163024472.0,156050288.0,156050288.0,156050288.0,156050288.0,0.0,0.0,0.0,0.0,63242240.0,63242240.0,63242240.0,63242240.0
2024-06-07 20:14:38.120894,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,1.0,9586233.0,384093388.0,2.4958078684759863,2.4958078684759863,82.8,215826432.0,9159782400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446589952.0,446589952.0,446589952.0,446589952.0,171156968.0,171156968.0,171156968.0,171156968.0,0.0,0.0,0.0,0.0,63242240.0,63242240.0,63242240.0,63242240.0
2024-06-07 20:14:44.822366,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,1.0,9586233.0,384093388.0,2.4958078684759863,2.4958078684759863,82.6,358711296.0,9146761216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446589952.0,446589952.0,446589952.0,446589952.0,171156968.0,171156968.0,171156968.0,171156968.0,0.0,0.0,0.0,0.0,63242240.0,63242240.0,63242240.0,63242240.0
2024-06-07 20:14:51.120059,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,1.0,9586233.0,384093388.0,2.4958078684759863,2.4958078684759863,82.2,337510400.0,9045733376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515022624.0,515022624.0,515022624.0,515022624.0,171438592.0,171438592.0,171438592.0,171438592.0,0.0,0.0,0.0,0.0,63242240.0,63242240.0,63242240.0,63242240.0
2024-06-07 20:14:57.361123,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,1.0,9586233.0,384093388.0,2.4958078684759863,2.4958078684759863,82.8,329711616.0,8911769600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515022624.0,515022624.0,515022624.0,515022624.0,171438592.0,171438592.0,171438592.0,171438592.0,0.0,0.0,0.0,0.0,63242240.0,63242240.0,63242240.0,63242240.0
2024-06-07 20:15:03.712476,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,1.0,9586233.0,384093388.0,2.4958078684759863,2.4958078684759863,82.8,329302016.0,8863354880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520128000.0,520128000.0,520128000.0,520128000.0,171500024.0,171500024.0,171500024.0,171500024.0,0.0,0.0,0.0,0.0,63242240.0,63242240.0,63242240.0,63242240.0
2024-06-07 20:15:10.016191,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,1.0,9586233.0,384093388.0,2.4958078684759863,2.4958078684759863,83.4,335052800.0,8806522880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525795104.0,525795104.0,525795104.0,525795104.0,171752976.0,171752976.0,171752976.0,171752976.0,0.0,0.0,0.0,0.0,63242240.0,63242240.0,63242240.0,63242240.0
2024-06-07 20:15:16.396186,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,1.0,9586233.0,384093388.0,2.4958078684759863,2.4958078684759863,81.9,312360960.0,9399754752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525795104.0,525795104.0,525795104.0,525795104.0,171752976.0,171752976.0,171752976.0,171752976.0,0.0,0.0,0.0,0.0,63242240.0,63242240.0,63242240.0,63242240.0
2024-06-07 20:15:22.780519,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,2.4958078684759863,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,1.0,9586233.0,384093388.0,2.4958078684759863,2.4958078684759863,83.0,207962112.0,8967995392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529190008.0,529190008.0,529190008.0,529190008.0,172499288.0,172499288.0,172499288.0,172499288.0,0.0,0.0,0.0,0.0,63242240.0,63242240.0,63242240.0,63242240.0
