timestamp,memoryUsedPct_max,memoryUsedPct_mean,memoryUsedPct_median,memoryUsedPct_min,usedOnHeapStorageMemoryPct_max,usedOnHeapStorageMemoryPct_mean,usedOnHeapStorageMemoryPct_median,usedOnHeapStorageMemoryPct_min,usedOffHeapStorageMemoryPct_max,usedOffHeapStorageMemoryPct_mean,usedOffHeapStorageMemoryPct_median,usedOffHeapStorageMemoryPct_min,totalOnHeapStorageMemory_max,totalOnHeapStorageMemory_mean,totalOnHeapStorageMemory_median,totalOnHeapStorageMemory_min,totalOffHeapStorageMemory_max,totalOffHeapStorageMemory_mean,totalOffHeapStorageMemory_median,totalOffHeapStorageMemory_min,numActive,memoryUsed_sum,maxMemory_sum,memoryUsed_sum_pct,memoryUsedPct_driver,local_memory_pct,process_memory_usage,user_memory_usage,ProcessTreePythonVMemory_max,ProcessTreePythonVMemory_mean,ProcessTreePythonVMemory_median,ProcessTreePythonVMemory_min,ProcessTreePythonRSSMemory_max,ProcessTreePythonRSSMemory_mean,ProcessTreePythonRSSMemory_median,ProcessTreePythonRSSMemory_min,JVMHeapMemory_max,JVMHeapMemory_mean,JVMHeapMemory_median,JVMHeapMemory_min,JVMOffHeapMemory_max,JVMOffHeapMemory_mean,JVMOffHeapMemory_median,JVMOffHeapMemory_min,OffHeapExecutionMemory_max,OffHeapExecutionMemory_mean,OffHeapExecutionMemory_median,OffHeapExecutionMemory_min,OnHeapExecutionMemory_max,OnHeapExecutionMemory_mean,OnHeapExecutionMemory_median,OnHeapExecutionMemory_min
2024-06-14 16:55:57.641471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,1.0,0.0,384093388.0,0.0,0.0,81.5,683524096.0,10290982912.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-14 16:56:06.656535,0.0019755612142951027,0.0019755612142951027,0.0019755612142951027,0.0019755612142951027,0.0019755612142951027,0.0019755612142951027,0.0019755612142951027,0.0019755612142951027,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,1.0,7588.0,384093388.0,0.0019755612142951027,0.0019755612142951027,82.1,268009472.0,10157252608.0,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-14 16:56:15.303516,2.6667686349237543,2.6667686349237543,2.6667686349237543,2.6667686349237543,2.6667686349237543,2.6667686349237543,2.6667686349237543,2.6667686349237543,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,1.0,10242882.0,384093388.0,2.6667686349237543,2.6667686349237543,84.0,151633920.0,9399648256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567746840.0,567746840.0,567746840.0,567746840.0,153693872.0,153693872.0,153693872.0,153693872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-14 16:56:24.631445,17.00712457981703,17.00712457981703,17.00712457981703,17.00712457981703,17.00712457981703,17.00712457981703,17.00712457981703,17.00712457981703,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,1.0,65323241.0,384093388.0,17.00712457981703,17.00712457981703,83.2,275791872.0,9763872768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692330648.0,692330648.0,692330648.0,692330648.0,154863880.0,154863880.0,154863880.0,154863880.0,0.0,0.0,0.0,0.0,83886080.0,83886080.0,83886080.0,83886080.0
2024-06-14 16:56:32.363590,23.661673134555492,23.661673134555492,23.661673134555492,23.661673134555492,23.661673134555492,23.661673134555492,23.661673134555492,23.661673134555492,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,1.0,90882922.0,384093388.0,23.661673134555492,23.661673134555492,83.3,240173056.0,9551147008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802809024.0,802809024.0,802809024.0,802809024.0,175642912.0,175642912.0,175642912.0,175642912.0,0.0,0.0,0.0,0.0,83886080.0,83886080.0,83886080.0,83886080.0
2024-06-14 16:56:39.095991,23.661673134555492,23.661673134555492,23.661673134555492,23.661673134555492,23.661673134555492,23.661673134555492,23.661673134555492,23.661673134555492,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,1.0,90882922.0,384093388.0,23.661673134555492,23.661673134555492,83.6,338722816.0,9654149120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802809024.0,802809024.0,802809024.0,802809024.0,175642912.0,175642912.0,175642912.0,175642912.0,0.0,0.0,0.0,0.0,83886080.0,83886080.0,83886080.0,83886080.0
2024-06-14 16:56:45.461036,23.661673134555492,23.661673134555492,23.661673134555492,23.661673134555492,23.661673134555492,23.661673134555492,23.661673134555492,23.661673134555492,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,1.0,90882922.0,384093388.0,23.661673134555492,23.661673134555492,84.2,309215232.0,9454309376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802809024.0,802809024.0,802809024.0,802809024.0,175642912.0,175642912.0,175642912.0,175642912.0,0.0,0.0,0.0,0.0,83886080.0,83886080.0,83886080.0,83886080.0
2024-06-14 16:56:51.884525,23.661673134555492,23.661673134555492,23.661673134555492,23.661673134555492,23.661673134555492,23.661673134555492,23.661673134555492,23.661673134555492,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,1.0,90882922.0,384093388.0,23.661673134555492,23.661673134555492,84.1,324812800.0,9507143680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802809024.0,802809024.0,802809024.0,802809024.0,175642912.0,175642912.0,175642912.0,175642912.0,0.0,0.0,0.0,0.0,83886080.0,83886080.0,83886080.0,83886080.0
2024-06-14 16:56:58.329074,23.661673134555492,23.661673134555492,23.661673134555492,23.661673134555492,23.661673134555492,23.661673134555492,23.661673134555492,23.661673134555492,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,1.0,90882922.0,384093388.0,23.661673134555492,23.661673134555492,82.9,346914816.0,9736019968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802809024.0,802809024.0,802809024.0,802809024.0,175642912.0,175642912.0,175642912.0,175642912.0,0.0,0.0,0.0,0.0,83886080.0,83886080.0,83886080.0,83886080.0
2024-06-14 16:57:04.783759,23.661673134555492,23.661673134555492,23.661673134555492,23.661673134555492,23.661673134555492,23.661673134555492,23.661673134555492,23.661673134555492,,,,,384093388.0,384093388.0,384093388.0,384093388.0,0.0,0.0,0.0,0.0,1.0,90882922.0,384093388.0,23.661673134555492,23.661673134555492,84.3,278462464.0,9590222848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802809024.0,802809024.0,802809024.0,802809024.0,175642912.0,175642912.0,175642912.0,175642912.0,0.0,0.0,0.0,0.0,83886080.0,83886080.0,83886080.0,83886080.0
