timestamp,local_memory_pct,maxMemory_sum,memoryUsedPct_driver,memoryUsedPct_max,memoryUsedPct_mean,memoryUsedPct_median,memoryUsedPct_min,memoryUsed_sum,memoryUsed_sum_pct,numActive,process_memory_usage,totalOffHeapStorageMemory_max,totalOffHeapStorageMemory_mean,totalOffHeapStorageMemory_median,totalOffHeapStorageMemory_min,totalOnHeapStorageMemory_max,totalOnHeapStorageMemory_mean,totalOnHeapStorageMemory_median,totalOnHeapStorageMemory_min,usedOffHeapStorageMemoryPct_max,usedOffHeapStorageMemoryPct_mean,usedOffHeapStorageMemoryPct_median,usedOffHeapStorageMemoryPct_min,usedOnHeapStorageMemoryPct_max,usedOnHeapStorageMemoryPct_mean,usedOnHeapStorageMemoryPct_median,usedOnHeapStorageMemoryPct_min,user_memory_usage
2024-06-08 00:57:50.290080,80.0,384093388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,172474368.0,0.0,0.0,0.0,0.0,384093388.0,384093388.0,384093388.0,384093388.0,,,,,0.0,0.0,0.0,0.0,9987493888.0
